"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_805110",2275.91283700481,0.180696565369322,0.167152072074943,0.141354215933827,0.309652625584901,1,0.850964084795801,0.152424426183297,0.323823523875,0.0167902875781746,0.017067818300344,0.999999995174279,0.323823523875,0.143732571240444,0.11091877325,0.41236967725,TRUE,0.156671451800057,0.245487797974972,FALSE,FALSE,0.170302780051251,0.0462004993053583,0.11980381434235,0.259891540797956,0,4520.5,4908,0.152492376501984,0.421293720086956,4564,4239,3757,2339,1970,3198.81658514036,3630,0.267668913081044,0.350510115856822,0.912562640400899,0.887679281147399,0.567117200518423,0.635437881873727,0.679133493797445,0,0.267872826277885,0.507553594772627,0,0,0
"CPAR2_803240",630.870184903221,0.388474168844518,0.344584042285807,0.190735198745951,0.0874378888885575,1,0.764894455713196,0.688539026951819,0.25750353425,0.0741256481886216,0.0749427558950682,0.999999995174279,0.25750353425,0.225823561283082,-0.01690009925,0.51257709875,TRUE,0.087080508035807,0.301043788267904,FALSE,FALSE,0.403360569226374,0.0785000872028848,0.2062410325797,0.497082546505267,0.1,3095,4266,0.357055188268825,0.111167039717803,3204,2895,2757,2818,3005.5,2931.75120638671,3273,0.499913599447036,0.523430745287913,0.624848799032314,0.568342837394159,0.478429920385114,0.443621551564525,0.82132938344751,0.1,0.506411382399438,0.507369802106445,0,0,0
"CPAR2_108290",329.183564288507,-0.637166346796967,-0.535131170051136,0.263263089544977,0.0392411646235417,1,0.566212970361503,0.224500674110186,-0.390403763625,0.226349031794848,0.233431793348245,0.999999995174279,-0.390403763625,0.67927400697609,-1.399401642,0.07526188125,TRUE,0.144727406426136,-0.462767466838068,FALSE,FALSE,-0.609880389754144,0.103910598953028,-0.851679097413309,-0.499533180060126,0.4,2020.5,2512,-0.662567389873101,0.0490839353321976,1826,1901,2286,1937,3888,2266.12049505506,2432,0.671677898738552,0.604876361749957,0.29272507344047,0.347675825125281,0.641547861507128,0.280318459544529,0.701536752453249,0.4,0.624275425961707,0.50718151761343,0,0,0
"CPAR2_703430",699.80001896533,-0.355032026910268,-0.333331517330328,0.134327667137624,0.02358603356782,1,0.830868300138342,0.138543358438773,0.0570587605,0.54622579013964,0.547726151658001,0.999999995174279,0.0570587605,0.1193767598948,-0.112853064,0.16696115875,FALSE,0.390390277830328,-0.138136378415164,FALSE,FALSE,-0.362363950504073,0.0323199896664153,-0.394780071649892,-0.290476622727178,0.6,3258.5,3600,-0.384199600257444,0.0283247559137951,3073,2981,2015,4790,4632.5,3330.19838325405,3783,0.485052704337308,0.651737852325783,0.936063590806981,0.605840677380335,0.113312349564895,0.142381040548047,0.330679503795593,0.6,0.698928508694888,0.507110691939314,0,0,0
"CPAR2_104730",184.518800466763,0.870588403005247,0.815943957308144,0.193389239706704,5.79249673659391e-05,1,0.380983749819884,0.133000514790207,0.013936424625,0.894432128165529,0.895007964195258,0.999999995174279,0.013936424625,0.135540978970636,-0.11205991625,0.173666029,TRUE,0.802007532683144,0.414940190966572,FALSE,FALSE,0.859811407495464,0.0609636455351486,0.769914491153312,0.970292033482896,1,1288,1508,0.847247349100945,0.00336489160614596,1258,1025,673,5238,5206.5,1882.89536995584,1940,0.823051667530672,0.883797337022307,0.608432693969241,0.203559702782098,0.0303647472690243,0.0361044251064618,0.0894278837252361,1,0.888283857368698,0.507002479419304,0,0,0
"CPAR2_301420",705.02844035403,0.386238807981872,0.354843751752353,0.159808908026909,0.0395263752182899,1,0.796312151125912,0.348434258433518,-0.4175367911875,0.131664160251663,0.136989115759354,0.999999995174279,-0.4175367911875,0.549807623258322,-1.204287091,0.00155056175,FALSE,0.772380542939853,-0.0313465197175737,FALSE,FALSE,0.370691762090833,0.0623848970605303,0.254446810116896,0.468708743914891,0.3,3186,3981,0.357514145225265,0.0615962318696044,3203,2833,2290.5,1802,3441,2642.61961177544,2921,0.510627268014515,0.604011758602801,0.819250043200277,0.607395887333679,0.666543232734679,0.363080910942418,0.0975745232364377,0.3,0.593887229931495,0.506930094888478,0,0,0
"CPAR2_202910",3206.40823528648,-0.424056526939067,-0.33869862167478,0.266205447252507,0.194081858868465,1,0.688908362033036,1.38211972835771,-0.3499999004375,0.0867535762759755,0.0908541857586048,0.999999995174279,-0.3499999004375,0.37041457604896,-0.895355456,-0.10794677525,TRUE,0.01130127876272,-0.34434926105614,FALSE,FALSE,-0.42015459956877,0.110201422981721,-0.587005938895881,-0.192806233466233,0,2947,4409,-0.456092440471784,0.179193055307212,2670,2930,3313,2167,3109,2808.12211784211,3112,0.493865560739589,0.427286875324226,0.284603421461897,0.922412303438742,0.598963154971302,0.424551009072394,0.973523421588595,0,0.435622694537151,0.506758715681544,0,0,0
"CPAR2_101110",375.309562406374,0.304379709931938,0.273105418054412,0.173337277420702,0.147898637045247,1,0.807096505398399,0.218807585818273,0.4415046235625,0.0123617081493977,0.012550886662944,0.999999995174279,0.4415046235625,0.22235016038616,0.2021827705,0.718815651,TRUE,0.168399205508089,0.357305020808456,FALSE,FALSE,0.309259228178342,0.0534378850389485,0.226121210668203,0.402479945177004,0.1,3620,4124,0.276514580661072,0.175485632957625,3685,3358,3093,1666,1786.5,2578.19180911865,2842,0.419906687402799,0.465329413799066,0.731639882495248,0.386901676170728,0.691723754860211,0.669135345306425,0.656915386039622,0.1,0.438960126471105,0.506723585838356,0,0,0
"CPAR2_501330",2123.83839909057,-0.206984958781515,-0.188370062253794,0.153464876994103,0.279573983649316,1,0.841000763708514,0.137485179418225,-0.3612870309375,0.0423933675576971,0.0427246438755929,0.999999995174279,-0.3612870309375,0.281927546909746,-0.7712650945,-0.16370995225,TRUE,0.172916968683706,-0.274828546595647,FALSE,FALSE,-0.204912943572493,0.0485963086888577,-0.285064746001089,-0.132011445137348,0,4251.5,4773,-0.234414154295998,0.247954979723476,3969,4062,3670.5,2092,2595,3172.26206464415,3591,0.298254708830136,0.365381289987896,0.8545014688094,0.876620010368066,0.612849472319941,0.519718570635068,0.646546935752638,0,0.382223783593887,0.506232915588559,0,0,0
"CPAR2_800430",273.606035154877,-0.601714844238916,-0.511384546154217,0.248968099411993,0.0395263752182899,1,0.602498169510781,0.109937287841946,-0.3147538939375,0.0290960536917354,0.0294007896074011,0.999999995174279,-0.3147538939375,0.189367867987239,-0.57632478425,-0.153051358,TRUE,0.196630652216717,-0.413069220045859,FALSE,FALSE,-0.608595030484393,0.0685089838001842,-0.694857481602011,-0.481427864891575,0.3,2129,2543,-0.62860287630892,0.0459062752514848,1946,2001,2290.5,2415,2330,2188.35943284735,2336,0.654397788145844,0.604011758602801,0.336616554345948,0.295835493347157,0.553045732271802,0.568783558600259,0.605628587298648,0.3,0.634990339012823,0.505923312402809,0,0,0
"CPAR2_404020",856.73418655724,0.18690911219411,0.176538192775038,0.119230338575172,0.20219349008401,1,0.858038407368951,0.051194961544781,0.3506204870625,0.0226335424192837,0.0229305418246267,0.999999995174279,0.3506204870625,0.200796510007635,0.17831751625,0.5799039055,TRUE,0.174082294287462,0.263579339918769,FALSE,FALSE,0.180904128147627,0.0298136000674856,0.150254610267784,0.235957692664243,0,4410,4700,0.161228818771188,0.285580309051278,4508,4158,3346,2161,2154,3112.13880629724,3519,0.281665802661137,0.421580494553,0.981855883877657,0.671505097632625,0.600074060359193,0.601370116645066,0.644139974078874,0,0.350957316002108,0.505905416201073,0,0,0
"CPAR2_100250",1694.26513647497,0.301883238926393,0.278609568223626,0.149586145807094,0.0907662156995157,1,0.828148562368973,0.186191378537595,0.1324271964375,0.126845108964692,0.128524320529816,0.999999995174279,0.1324271964375,0.0496746042814468,0.07258710025,0.1920369495,TRUE,0.146182371786126,0.205518382330563,FALSE,FALSE,0.293947265828598,0.047811762122533,0.222923816968334,0.376555383682789,0.1,3663,4109,0.274105694104242,0.153005411021006,3708,3310,2776,3980,3415,3412.96781039683,3900,0.428201140487299,0.519972332699291,0.876965612579921,0.838258164852255,0.263284576930198,0.367894834289946,0.698204036289576,0.1,0.459336026699455,0.505790747203105,0,0,0
"CPAR2_602030",30.7890456879472,-3.05211096928942,-2.06832747511889,1.01865304567096,0.00944464478337141,0.448291013327328,0.062998928760876,0.070053761785499,0.428588883875,0.0425024653814784,0.0447520250150025,0.999999995174279,0.428588883875,0.352606465962489,0.03817106225,0.879003467,FALSE,2.49691635899389,-0.819869295621945,TRUE,FALSE,-3.05746432837458,0.271685213230541,-3.38429600803042,-2.59356027199124,1,68,105,-3.02075952945955,0.0615962318696044,60,121,1673.5,1745,2598,560.014643260876,469,0.979263867288751,0.710530866332353,0.0190081216519786,0.0468290997062381,0.677096833919644,0.519163117941122,0.00610997963340122,1,0.593887229931495,0.505765457378331,0,0,0
"CPAR2_401820",223.130741644261,0.682259168095579,0.636425214498278,0.175528488129206,0.000606713759844851,1,0.615949571997528,0.147558408969384,0.00819450443750003,0.962109942896548,0.962288129625794,0.999999995174279,0.0081945044375,0.321067437065471,-0.299708557,0.309691183,TRUE,0.628230710060778,0.322309859467889,FALSE,FALSE,0.683614263975982,0.0518745307104711,0.592946350556175,0.768987531511088,1,1815,2118,0.655714471017065,0.00748474970259276,1844,1512,967.5,5308,5338,2380.42571432564,2570,0.738897528944185,0.832785751340135,0.718679799550717,0.241230343874201,0.0174041844102944,0.0118496574708387,0.154230698018885,1,0.836290180923942,0.5057075716148,0,0,0
"CPAR2_802210",51.9539650609735,1.27548607216133,1.19590316104082,0.250809331569385,4.31969006913088e-06,1,0.0577253177818841,0.191739167607714,0.11223111125,0.582038053954757,0.587198900855086,0.999999995174279,0.11223111125,0.419529525483716,-0.35171704275,0.588614573,TRUE,1.08367204979082,0.654067136145409,FALSE,FALSE,1.25444421254249,0.0555022838227782,1.21743130973685,1.37940034092684,1,613,727,1.24365747808266,0.00179239490262426,607,487,491,4179,4709,1233.55932655512,1213,0.91601866251944,0.915268891578765,0.330395714532573,0.0706756523241749,0.226439548231809,0.128309572301426,0.0468431771894094,1,0.916739855963464,0.505632341626785,0,0,0
"CPAR2_200130",782.242997932691,-0.265086457315185,-0.239451281628018,0.163125214756732,0.184056195360407,1,0.823997572767239,0.37778123505462,-0.1952461926875,0.0702135561957158,0.0710452987357775,0.999999995174279,-0.1952461926875,0.121580085459891,-0.32159717925,-0.044152423,TRUE,0.0442050889405182,-0.217348737157759,FALSE,FALSE,-0.2626559887944,0.0620764680886581,-0.399174317483433,-0.16516805191526,0.1,3815.5,4600,-0.288175112238036,0.147996322523928,3613,3637,3273,3361,2958,3358.95967448652,3818,0.371695178849145,0.43420370050147,0.799896319336444,0.641783307413167,0.377892982780967,0.452508794667654,0.907609701907054,0.1,0.46372738450729,0.505479707773688,0,0,0
"CPAR2_110020",716.669116576877,0.415374310773689,0.330925650846861,0.268871888903905,0.209849171094721,1,0.693032656764085,0.403519584859377,0.338937795625,0.010115336894816,0.0102972236644823,0.999999995174279,0.338937795625,0.108105578019556,0.22353732625,0.43485767975,TRUE,0.00801214477813922,0.33493172323593,FALSE,FALSE,0.414982072749588,0.111900613962504,0.217429742377918,0.646612213411023,0.1,2969,4150,0.380123387821972,0.231885384424894,3090,2997,3373,2238,1639.5,2581.34833401353,2845,0.482287886642475,0.416911637558361,0.277691377224814,0.613616727147054,0.58581744121459,0.696537678207739,0.98204036289576,0.1,0.393641313894256,0.505393824976117,0,0,0
"CPAR2_201590",1090.39753247795,-0.169054924284498,-0.157040750138695,0.133784216875926,0.316265117787206,1,0.854455211186947,0.122306260777061,-0.2300408750625,0.0240485848642614,0.0245863942268656,0.999999995174279,-0.2300408750625,0.0385936345897242,-0.26532483,-0.1762943815,TRUE,0.0730001249238053,-0.193540812600597,FALSE,FALSE,-0.175524021184562,0.0357428007209473,-0.210360129141948,-0.110456182354179,0,4490.5,4940,-0.196547050757121,0.236879684163046,4269,4331,3774,3030,2210.5,3419.24229087361,3914,0.251771211335753,0.347570465156493,0.939865215137377,0.738379125626404,0.439177930012961,0.590631364562118,0.850583225328643,0,0.390303881960302,0.505364713235561,0,0,0
"CPAR2_501250",1322.93685733572,-0.237258125499547,-0.220180870422597,0.137770525562717,0.156959377221449,1,0.846658666202096,0.222302298142861,-0.1761699165,0.185136114252588,0.186259291341703,0.999999995174279,-0.1761699165,0.226315925194137,-0.39993065075,0.08328938425,TRUE,0.0440109539225972,-0.198175393461299,FALSE,FALSE,-0.244245979157707,0.0495266140175343,-0.312891456505793,-0.140588468438258,0,4008,4711,-0.261300221704803,0.14616102191189,3785,3784,3132.5,3537,3730.5,3584.77613002256,4106,0.346293416277864,0.458239667992392,0.926386728875065,0.785726628650423,0.34530642473616,0.30938715052768,0.907794852805036,0,0.466713507816617,0.505094264186804,0,0,0
"CPAR2_206860",680.966688375567,-0.352449911191467,-0.327399440132325,0.145236770024711,0.0386337191117938,1,0.820328407553864,0.2202996028225,-0.114740789,0.184032641642729,0.185892826452292,0.999999995174279,-0.114740789,0.0651308814658837,-0.2118737575,-0.07475031575,TRUE,0.212658651132325,-0.221070114566163,FALSE,FALSE,-0.351180107869278,0.0484067172979982,-0.447926126774766,-0.256888716960665,0.2,3300.5,3856,-0.383725433413581,0.0439464595710033,3075,3015,2280.5,4140,3720,3180.83512724994,3601,0.479177466735787,0.605740964897112,0.897010540867462,0.598237428719544,0.233660433253101,0.31142381040548,0.578041103499352,0.2,0.642367820129984,0.505073285389758,0,0,0
"CPAR2_202810",222.203835839913,0.313624845644525,0.281488038746993,0.173722553189969,0.135803693547665,1,0.80398299300874,0.19037692116589,0.2882236245625,0.0197075512718474,0.0201095731269385,0.999999995174279,0.2882236245625,0.118485348580209,0.13886951875,0.428484071,TRUE,0.00673558581550721,0.284855831654746,FALSE,FALSE,0.314131147026372,0.0428895512640162,0.254352708436563,0.392836584293861,0.1,3577,3858,0.287459267649665,0.171372508262192,3614,3295,3024.5,2567,2081,2863.11650780947,3179,0.430793157076205,0.47708801660038,0.729047865906342,0.240193537238638,0.524902795778559,0.614886132197741,0.984632475467506,0.1,0.443175829966626,0.504968867803555,0,0,0
"CPAR2_303220",391.238439864946,-0.370498975752831,-0.336156303444168,0.168719401651927,0.0633055975856498,1,0.792031649798832,0.213587156061454,-0.2349836784375,0.104291572766606,0.1053227291221,0.999999995174279,-0.2349836784375,0.239366301842089,-0.5746083035,-0.0367147315,TRUE,0.101172625006668,-0.285569990940834,FALSE,FALSE,-0.387796612928164,0.0491071343972001,-0.430194336085713,-0.288357857304462,0.1,3176.5,3647,-0.399113169693216,0.0554238903362804,2989,2952,2567,2993,3278,2946.84138632184,3297,0.490063936409193,0.55628566487982,0.759979263867289,0.40210817349231,0.446028513238289,0.39326050731346,0.789298278096649,0.1,0.607412611979624,0.504937438808515,0,0,0
"CPAR2_109670",455.478475589263,-0.650390465652132,-0.592486099071876,0.197070836527115,0.00402486995919624,1,0.616301856278912,0.60728851981799,-0.01520722275,0.893776482037152,0.894127848610578,0.999999995174279,-0.01520722275,0.163243537371367,-0.150784804,0.20551689375,TRUE,0.577278876321876,-0.303846660910938,FALSE,FALSE,-0.650430337519536,0.0850565545304948,-0.846578284054581,-0.499945806342931,1,1896.5,2506,-0.68061944868773,0.0130594467913211,1752,1668,1388,5227,5204,2561.78029309213,2820,0.711940556419561,0.760159086979077,0.584413340245378,0.454294107482288,0.0324014071468247,0.0366598778004073,0.176448805776708,1,0.787809590725452,0.504902974730633,0,0,0
"CPAR2_402330",1065.8152969226,-0.595644767551826,-0.509450653313709,0.242982173362494,0.0365006410149809,1,0.612930930593939,0.295879698280824,0.253577833,0.0228814418836079,0.0233495541349841,0.999999995174279,0.253577833,0.083966574967107,0.16052251375,0.35682301675,FALSE,0.763028486313709,-0.127936410156854,FALSE,FALSE,-0.601100270957897,0.105457852278355,-0.767923816530014,-0.444406800956467,0.4,2080,2889,-0.617137542935278,0.0523602285220215,1997,2008,2255,2852,2162,2234.90314196349,2385,0.653188180404355,0.610236901262321,0.359771902540176,0.732158285813029,0.472134789853731,0.599888909461211,0.100722088502129,0.4,0.614965747409099,0.504785200582894,0,0,0
"CPAR2_702770",393.326134931813,-0.655034453725362,-0.584552025448227,0.216815241984158,0.00884835135783277,1,0.58856431281195,0.571349547981238,0.070905845875,0.41683486476575,0.419187642890247,0.999999995174279,0.070905845875,0.0868014313803529,0.01128582325,0.19983829475,FALSE,0.655457871323227,-0.256823089786614,FALSE,FALSE,-0.670852463874317,0.0788603265147908,-0.787098158259605,-0.493915194080216,1,1914.5,2668,-0.685546215994225,0.0161998311475304,1734,1703,1646,4644,4356.5,2503.48330916071,2732,0.705892517712113,0.715545564585855,0.47900466562986,0.4033177812338,0.140344380670246,0.193482688391039,0.139418626180337,1,0.764096258563148,0.504566942551822,0,0,0
"CPAR2_211110",463.021526120593,-0.35115611295559,-0.331853469974011,0.130672086020911,0.0212672123033192,1,0.834260723705026,0.174317560549917,-0.082951998125,0.356479982552689,0.358784467585361,0.999999995174279,-0.082951998125,0.097817715279404,-0.16491822725,0.04474533675,TRUE,0.248901471849012,-0.207402734049506,FALSE,FALSE,-0.346704585974814,0.038243703573888,-0.440753898353084,-0.301297341541964,0.4,3351,3716,-0.378070912414157,0.0334641939007307,3105,2991,1958.5,4509,4223.5,3220.40776733265,3656,0.483324693278037,0.661421407573924,0.952479695870054,0.46068774840159,0.165339751897797,0.218107757822625,0.520274023329013,0.4,0.678025645529598,0.504406747078071,0,0,0
"CPAR2_107500",8164.04940764548,0.410883223956845,0.333321570190101,0.257864411869606,0.193967777671594,1,0.701084857078093,0.322858154810202,1.132714172,0.00231303531731142,0.00264182642494772,0.999999995174279,1.132714172,0.42437733380626,0.72671080075,1.5237671855,TRUE,0.799392601809899,0.733017871095051,FALSE,FALSE,0.404823029564729,0.105431396506878,0.229842733287429,0.574035247498207,0.1,2995,4049,0.378576827824095,0.257943213812142,3104,2982,3312,303,887.5,1524.84652372768,1538,0.484879903231381,0.427459795953657,0.304993951961293,0.977017452911699,0.94408442880948,0.835586002592113,0.0901684873171635,0.1,0.374143685227472,0.504259300889362,0,0,0
"CPAR2_807470",188.175240966241,0.573580912806645,0.518405270205061,0.195963586366712,0.0113569301586388,1,0.67419877606841,0.426247028038095,0.1106298398125,0.278873946244634,0.280557006809424,0.999999995174279,0.1106298398125,0.142871385040652,-0.01250520075,0.30862948475,TRUE,0.407775430392561,0.314517555008781,FALSE,FALSE,0.55681915574883,0.0547415048996865,0.52322847869666,0.694095510583901,0.9,2256.5,2383,0.544850159862971,0.0296688054580923,2258,1971,1743.5,4199,4050,2655.1354564485,2933,0.659581821323657,0.698599342901608,0.592016588906169,0.207706929324348,0.222736530272172,0.250324014071468,0.312534715793372,0.9,0.693834533637801,0.504148275136733,0,0,0
